,index,Unnamed: 0,game_id,team_id,player_id,player_name,nickname,jersey_number,is_starter,starting_position_id,starting_position_name,minutes_played
281,23,23,16190,213,7040,Marko Rog,,20,True,11,Left Defensive Midfield,61
282,24,24,16190,213,8068,Maximilian Wöber,,14,True,6,Left Back,57
283,25,25,16190,213,11332,Ibrahim Amadou,,5,False,0,Substitute,37
284,27,27,16190,213,13360,Quincy Anton Promes,Quincy Promes,21,True,16,Left Midfield,94
285,14,14,16196,220,3509,Thibaut Courtois,,25,True,1,Goalkeeper,94
286,15,15,16196,220,4926,Francisco Román Alarcón Suárez,Isco,22,False,0,Substitute,19
287,16,16,16196,220,5201,Sergio Ramos García,Sergio Ramos,4,True,5,Left Center Back,94
288,17,17,16196,220,5463,Luka Modrić,,10,True,13,Right Center Midfield,94
289,18,18,16196,220,5485,Raphaël Varane,,5,True,3,Right Center Back,94
290,19,19,16196,220,5539,Carlos Henrique Casimiro,Casemiro,14,True,10,Center Defensive Midfield,75
291,20,20,16196,220,5574,Toni Kroos,,8,True,15,Left Center Midfield,54
292,21,21,16196,220,5719,Marco Asensio Willemsen,,20,False,0,Substitute,34
293,22,22,16196,220,5721,Daniel Carvajal Ramos,Daniel Carvajal,2,True,2,Right Back,94
294,23,23,16196,220,6399,Gareth Frank Bale,Gareth Bale,11,True,17,Right Wing,60
295,24,24,16196,220,6773,Federico Santiago Valverde Dipetta,Federico Valverde,15,False,0,Substitute,40
296,25,25,16196,220,18395,Vinícius José Paixão de Oliveira Júnior,Vinícius Júnior,28,True,21,Left Wing,94
297,26,26,16196,220,18620,Sergio Reguilón Rodríguez,Sergio Reguilón,23,True,6,Left Back,94
298,27,27,16196,220,19677,Karim Benzema,,9,True,23,Center Forward,94
299,14,14,16205,360,4346,Gilbert Gianelli Imbula Wanga,Giannelli Imbula,12,True,9,Right Defensive Midfield,93
300,15,15,16205,360,5521,Luis Jan Piers Advíncula Castrillón,Luis Advíncula,17,True,7,Right Wing Back,93
301,16,16,16205,360,6652,Jordi Amat Maas,Jordi Amat,16,True,5,Left Center Back,64
302,17,17,16205,360,6924,Alejandro Gálvez Jimena,Alejandro Gálvez,23,True,4,Center Back,93
303,18,18,16205,360,7900,Tiago Manuel Dias Correia,Bebé,14,True,17,Right Wing,93
304,19,19,16205,360,11535,José Ángel Pozo la Rosa,José Ángel Pozo,22,False,0,Substitute,29
305,20,20,16205,360,11538,Alejandro Moreno Lopera,Moreno Lopera,7,True,8,Left Wing Back,93
306,21,21,16205,360,11539,Adrián Embarba Blázquez,Adri Embarba,11,False,0,Substitute,13
307,22,22,16205,360,12192,Álvaro García Rivera,Álvaro García,18,True,21,Left Wing,80
308,23,23,16205,360,12194,Santiago Comesaña Veiga,Santi Comesaña,27,True,11,Left Defensive Midfield,93
309,24,24,16205,360,16209,Raúl de Tomás Gómez,Raúl de Tomás,9,True,23,Center Forward,93
310,25,25,16205,360,17054,Emiliano Daniel Velázquez Maldonado,Emiliano Velázquez,20,True,3,Right Center Back,93
311,26,26,16205,360,21397,Stole Dimitrievski,,13,True,1,Goalkeeper,93
312,15,15,16215,218,3990,Jesé Rodríguez Ruiz,Jesé,10,True,24,Left Center Forward,95
313,26,26,16215,218,22915,Diego Lainez Leyva,Diego Lainez,22,False,0,Substitute,27
314,27,27,16215,218,23522,Emerson Aparecido Leite de Souza Junior,Emerson Royal,24,False,0,Substitute,27
315,14,14,16231,214,6569,Roberto José Rosales Altuve,Roberto Rosales,8,True,7,Right Wing Back,95
316,18,18,16231,214,6769,Edinaldo Gomes Pereira,Naldo,5,True,4,Center Back,95
317,20,20,16231,214,6790,Mario Hermoso Canseco,Mario Hermoso,22,True,5,Left Center Back,95
318,23,23,16231,214,10323,Alfa Semedo Esteves,Alfa Semedo,2,False,0,Substitute,17
319,25,25,16231,214,22287,Adrià Giner Pedrosa,Adrià Pedrosa,28,True,8,Left Wing Back,95
320,26,26,16231,214,22919,Lluís López Mármol,Lluís López,27,True,3,Right Center Back,95
321,27,27,16231,214,23343,Lei Wu,Wu Lei,24,False,0,Substitute,31
322,14,14,16240,222,3497,Vicente Iborra De La Fuente,Vicente Iborra,10,True,21,Left Wing,95
323,16,16,16240,222,4629,José Ramiro Funes Mori,Ramiro Funes Mori,4,True,4,Center Back,95
324,23,23,16240,222,6827,Daniele Bonera,,23,False,0,Substitute,7
325,24,24,16240,222,11384,Manuel Morlanes Ariño,Manu Morlanes,28,True,9,Right Defensive Midfield,64
326,14,14,16248,212,3477,Álvaro Borja Morata Martín,Álvaro Morata,22,False,0,Substitute,35
327,17,17,16248,212,5249,Diego Roberto Godín Leal,Diego Godín,2,True,5,Left Center Back,94
328,18,18,16248,212,5259,José María Giménez de Vargas,José Giménez,24,True,3,Right Center Back,94
329,22,22,16248,212,6375,Juan Francisco Torres Belén,Juanfran,20,False,0,Substitute,4
330,26,26,16248,212,6383,Thomas Teye Partey,Thomas Partey,5,True,9,Right Defensive Midfield,94
331,1,1,16265,210,3508,Sandro Ramírez Castillo,Sandro Ramírez,24,False,0,Substitute,9
332,8,8,16265,210,6713,Diego Javier Llorente Ríos,Diego Llorente,3,True,5,Left Center Back,86
333,9,9,16265,210,6721,Willian José da Silva,Willian José,12,True,23,Center Forward,94
334,12,12,16265,210,22321,Ander Barrenetxea Muguruza,Ander Barrenetxea,34,False,0,Substitute,8
335,13,13,16265,210,22452,Aihen Muñoz Capellán,Ahien Muñoz,29,True,6,Left Back,94
336,14,14,16275,206,6038,John Guidetti,,10,False,0,Substitute,14
337,17,17,16275,206,6604,Darko Brašanac,,20,False,0,Substitute,49
338,20,20,16275,206,6622,Tomás Pina Isla,Tomás Pina,8,True,15,Left Center Midfield,94
339,23,23,16275,206,6636,Rodrigo Ely,,4,True,4,Center Back,70
340,24,24,16275,206,6739,Diego Alejandro Rolan Silva,Diego Rolán,9,True,17,Right Wing,45
341,25,25,16275,206,6856,Carlos Martín Vigaray,Carlos Vigaray,2,True,7,Right Wing Back,94
342,26,26,16275,206,6923,Joaquín Navarro Jiménez,Ximo Navarro,15,True,5,Left Center Back,94
343,27,27,16275,206,12190,Patrick Twumasi,,24,False,0,Substitute,24
344,14,14,16289,221,6592,Rúben Miguel Nunes Vezo,Rúben Vezo,14,True,3,Right Center Back,92
345,17,17,16289,221,6675,Antonio Manuel Luna Rodríguez,Antonio Luna,22,True,6,Left Back,92
346,19,19,16289,221,6684,Roger Martí Salvador,Roger Martí,9,False,0,Substitute,9
347,24,24,16289,221,17303,Nikola Vukčević,,17,True,10,Center Defensive Midfield,64
348,25,25,16289,221,18163,Moses Daddy-Ajala Simon,Moses Simon,7,True,16,Left Midfield,45
349,27,27,16289,221,23344,Aitor Fernández Abarisketa,Aitor Fernández,25,True,1,Goalkeeper,92
350,11,11,16306,217,8652,Jasper Cillessen,,13,True,1,Goalkeeper,95
351,13,13,16306,217,24976,Abel Ruiz Ortega,Abel Ruiz,29,False,0,Substitute,27
352,16,16,16306,216,5693,Gaku Shibasaki,,10,True,16,Left Midfield,45
353,26,26,16306,216,7104,Mathías Olivera Miramontes,Mathías Olivera,17,True,6,Left Back,95
354,27,27,16306,216,7621,Hugo Duro Perales,Hugo Duro,27,False,0,Substitute,9
355,6,6,16317,217,5674,Moussa Wagué,,40,False,0,Substitute,48
356,13,13,16317,217,25006,Carles Pérez Sayol,Carles Pérez,43,False,0,Substitute,20
357,14,14,16317,322,6698,Marko Dmitrović,,1,True,1,Goalkeeper,93
358,18,18,16317,322,6707,Charles Días Barbosa de Oliveira,Charles,19,True,24,Left Center Forward,85
359,19,19,16317,322,6708,Paulo André Rodrigues de Oliveira,Paulo Oliveira,12,True,3,Right Center Back,93
360,22,22,16317,322,6778,Iván Ramis Barrios,Iván Ramis,4,True,5,Left Center Back,77
361,25,25,16317,322,13107,Sergio Álvarez Díaz,Sergio Álvarez,6,False,0,Substitute,16
362,0,0,18235,238,4409,Wesley Sneijder,W. Sneijder,10,True,19,Center Attacking Midfield,94
363,1,1,18235,238,7146,Goran Pandev,,27,True,21,Left Wing,79
364,2,2,18235,238,7914,Sulley Ali Muntari,Sulley Muntari,11,False,0,Substitute,15
365,3,3,18235,238,17729,Cristian Eugen Chivu,Cristian Chivu,26,True,6,Left Back,68
366,4,4,18235,238,19284,Marco Materazzi,,23,False,0,Substitute,3
367,5,5,18235,238,19285,Dejan Stanković,,5,False,0,Substitute,26
368,6,6,18235,238,19287,Júlio César Soares de Espíndola,Júlio César,12,True,1,Goalkeeper,94
369,7,7,18235,238,19292,Walter Adrián Samuel Luján,Wálter Samuel,25,True,5,Left Center Back,94
370,8,8,18235,238,19293,Javier Aldemar Zanetti,Javier Zanetti,4,True,9,Right Defensive Midfield,94
371,9,9,18235,238,19294,Diego Alberto Milito,Diego Milito,22,True,23,Center Forward,91
372,10,10,18235,238,19298,Samuel Eto''o Fils,Samuel Eto'o,9,True,17,Right Wing,94
373,11,11,18235,238,19299,Maicon Douglas Sisenando,Maicon,13,True,2,Right Back,94
374,12,12,18235,238,19300,Lucimar da Silva Ferreira,Lúcio,6,True,3,Right Center Back,94
375,13,13,18235,238,19301,Esteban Matías Cambiasso Delau,Esteban Cambiasso,19,True,11,Left Defensive Midfield,94
376,14,14,18235,169,5562,Thomas Müller,,25,True,22,Right Center Forward,94
377,15,15,18235,169,5565,Mario Gómez García,Mario Gómez,33,False,0,Substitute,20
378,16,16,18235,169,8218,Arjen Robben,,10,True,17,Right Wing,94
379,17,17,18235,169,9406,Holger Badstuber,,28,True,6,Left Back,94
380,18,18,18235,169,18414,Bastian Schweinsteiger,,31,True,11,Left Defensive Midfield,94
381,19,19,18235,169,19286,Miroslav Klose,,18,False,0,Substitute,31
382,20,20,18235,169,19288,Martín Gastón Demichelis,Martín Demichelis,6,True,5,Left Center Back,94
383,21,21,18235,169,19289,Ivica Olić,,11,True,24,Left Center Forward,74
384,22,22,18235,169,19290,Hamit Altıntop,,8,True,21,Left Wing,63
385,23,23,18235,169,19291,Hans-Jörg Butt,Hans Jörg Butt,22,True,1,Goalkeeper,94
386,24,24,18235,169,19295,Philipp Lahm,,21,True,2,Right Back,94
387,25,25,18235,169,19296,Mark van Bommel,Mark van Bommel,17,True,9,Right Defensive Midfield,94
388,26,26,18235,169,19297,Daniel Van Buyten,,5,True,3,Right Center Back,94
389,0,0,18236,39,3058,Javier Hernández Balcázar,,14,True,24,Left Center Forward,93
390,1,1,18236,39,3267,Luis Antonio Valencia Mosquera,Antonio Valencia,25,True,17,Right Wing,93
391,2,2,18236,39,3538,Wayne Mark Rooney,Wayne Rooney,10,True,22,Right Center Forward,93
392,3,3,18236,39,4751,Michael Carrick,,16,True,11,Left Defensive Midfield,76
393,4,4,18236,39,8281,Luís Carlos Almeida da Cunha,Nani,17,False,0,Substitute,25
394,5,5,18236,39,15036,Edwin van der Sar,,1,True,1,Goalkeeper,93
395,6,6,18236,39,15666,Paul Scholes,,18,False,0,Substitute,17
396,7,7,18236,39,18239,Fábio Pereira da Silva,Fábio,20,True,2,Right Back,68
397,8,8,18236,39,20008,Patrice Evra,,3,True,6,Left Back,93
398,9,9,18236,39,20171,Rio Ferdinand,,5,True,3,Right Center Back,93
399,10,10,18236,39,20172,Nemanja Vidić,,15,True,5,Left Center Back,93
400,11,11,18236,39,20173,Ji-Sung Park,Park Ji-Sung,13,True,21,Left Wing,93
401,12,12,18236,39,20175,Ryan Giggs,,11,True,9,Right Defensive Midfield,93
402,13,13,18236,217,3958,Pedro Eliezer Rodríguez Ledesma,Pedro,17,True,21,Left Wing,91
403,14,14,18236,217,4324,Daniel Alves da Silva,Dani Alves,2,True,2,Right Back,87
404,15,15,18236,217,4891,Ibrahim Afellay,,20,False,0,Substitute,2
405,18,18,18236,217,5216,Andrés Iniesta Luján,Andrés Iniesta,8,True,15,Left Center Midfield,93
406,20,20,18236,217,5506,Javier Alejandro Mascherano,Javier Mascherano,14,True,3,Right Center Back,93
407,21,21,18236,217,12737,David Villa Sánchez,David Villa,7,True,23,Center Forward,85
408,22,22,18236,217,20125,Carles Puyol i Saforcada,Carles Puyol,5,False,0,Substitute,6
409,23,23,18236,217,20131,Xavier Hernández Creus,Xavi,6,True,13,Right Center Midfield,93
410,24,24,18236,217,20169,Seydou Kéita,Seydou Kéita,15,False,0,Substitute,8
411,25,25,18236,217,20176,Víctor Valdés Arribas,Víctor Valdés,1,True,1,Goalkeeper,93
412,26,26,18236,217,20177,Eric-Sylvain Bilal Abidal,Éric Abidal,22,True,6,Left Back,93
413,0,0,18237,33,3294,Juan Manuel Mata García,Juan Mata,10,True,19,Center Attacking Midfield,126
414,1,1,18237,33,3461,Petr Čech,,1,True,1,Goalkeeper,126
415,2,2,18237,33,3645,Gary Cahill,,24,True,5,Left Center Back,126
416,3,3,18237,33,3956,David Luiz Moreira Marinho,David Luiz,4,True,3,Right Center Back,126
417,4,4,18237,33,5475,John Michael Nchekwube Obinna,John Obi Mikel,12,True,9,Right Defensive Midfield,126
418,5,5,18237,33,6382,Fernando José Torres Sanz,Fernando Torres,9,False,0,Substitute,42
419,6,6,18237,33,8575,Salomon Armand Magloire Kalou,Salomon Kalou,21,True,17,Right Wing,84
420,7,7,18237,33,12529,Ashley Cole,,3,True,6,Left Back,126
421,8,8,18237,33,20018,José Bosingwa da Silva,José Bosingwa,17,True,2,Right Back,126
422,9,9,18237,33,20045,Ryan Bertrand,,34,True,21,Left Wing,73
423,10,10,18237,33,20290,Florent Malouda,,15,False,0,Substitute,53
424,11,11,18237,33,20330,Frank Lampard,,8,True,11,Left Defensive Midfield,126
425,12,12,18237,33,20352,Didier Yves Drogba Tébily,Didier Drogba,11,True,23,Center Forward,126
426,13,13,18237,169,4628,Diego Armando Valentin Contento,Diego Contento,26,True,6,Left Back,126
427,16,16,18237,169,5570,Manuel Neuer,,1,True,1,Goalkeeper,126
428,18,18,18237,169,5578,Jérôme Boateng,,17,True,3,Right Center Back,126
429,20,20,18237,169,8223,Franck Bilal Ribéry,Franck Ribéry,7,True,21,Left Wing,101
430,21,21,18237,169,13014,Anatoliy Tymoshchuk,,44,True,5,Left Center Back,126
431,0,0,18240,169,3197,Dante Bonfim da Costa Santos,Dante,4,True,5,Left Center Back,94
432,1,1,18240,169,3545,Luiz Gustavo Dias,Luiz Gustavo,30,False,0,Substitute,4
433,2,2,18240,169,5472,Mario Mandžukić,,9,True,23,Center Forward,93
434,8,8,18240,169,8220,David Olatukunbo Alaba,David Alaba,27,True,6,Left Back,94
435,10,10,18240,169,9399,Javier Martínez Aginaga,Javi Martínez,8,True,9,Right Defensive Midfield,94
436,13,13,18240,180,4430,Neven Subotić,,4,True,3,Right Center Back,94
437,14,14,18240,180,5559,Marco Reus,,11,True,19,Center Attacking Midfield,94
438,15,15,18240,180,5572,Mats Hummels,,15,True,5,Left Center Back,94
439,16,16,18240,180,5658,Łukasz Piszczek,,26,True,2,Right Back,94
440,17,17,18240,180,5663,Jakub Błaszczykowski,,16,True,17,Right Wing,90
441,18,18,18240,180,5668,Robert Lewandowski,,9,True,23,Center Forward,94
442,19,19,18240,180,8216,Sven Bender,,6,True,9,Right Defensive Midfield,90
443,20,20,18240,180,8232,Nuri Şahin,,18,False,0,Substitute,4
444,21,21,18240,180,10287,İlkay Gündoğan,,8,True,11,Left Defensive Midfield,94
445,22,22,18240,180,11131,Julian Schieber,,23,False,0,Substitute,4
446,23,23,18240,180,11458,Marcel Schmelzer,,29,True,6,Left Back,94
447,24,24,18240,180,12424,Roman Weidenfeller,,1,True,1,Goalkeeper,94
448,25,25,18240,180,20665,Kevin Großkreutz,,19,True,21,Left Wing,94
449,0,0,18241,220,2995,Ángel Fabián Di María Hernández,Ángel Di María,22,True,15,Left Center Midfield,130
450,4,4,18241,220,5207,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,7,True,21,Left Wing,130
451,7,7,18241,220,5552,Marcelo Vieira da Silva Júnior,Marcelo,12,False,0,Substitute,71
452,8,8,18241,220,5566,Sami Khedira,,6,True,10,Center Defensive Midfield,59
453,11,11,18241,220,11179,Iker Casillas Fernández,Iker Casillas,1,True,1,Goalkeeper,130
454,12,12,18241,220,19047,Fábio Alexandre da Silva Coentrão,Fábio Coentrão,5,True,6,Left Back,59
455,18,18,18241,212,5551,João Miranda de Souza Filho,,23,True,3,Right Center Back,130
456,21,21,18241,212,6384,Gabriel Fernández Arenas,Gabi,14,True,9,Right Defensive Midfield,130
457,23,23,18241,212,6735,Adrián López Álvarez,Adrián López,7,False,0,Substitute,122
458,25,25,18241,212,20005,Toby Alderweireld,,12,False,0,Substitute,47
459,26,26,18241,212,20669,Tiago Cardoso Mendes,Tiago,5,True,11,Left Defensive Midfield,130
460,27,27,18241,212,20883,José Ernesto Sosa,José Sosa,24,False,0,Substitute,64
461,1,1,18242,224,3486,Fernando Llorente Torres,Fernando Llorente,14,False,0,Substitute,12
462,2,2,18242,224,3579,Roberto Maximiliano Pereyra,Roberto Pereyra,37,False,0,Substitute,18
463,3,3,18242,224,5541,Stephan Lichtsteiner,,26,True,2,Right Back,96
464,4,4,18242,224,6943,Andrea Barzagli,,15,True,3,Right Center Back,96
465,5,5,18242,224,6949,Gianluigi Buffon,,1,True,1,Goalkeeper,96
466,6,6,18242,224,7173,Leonardo Bonucci,,19,True,5,Left Center Back,96
467,8,8,18242,224,8217,Kingsley Coman,,11,False,0,Substitute,8
468,9,9,18242,224,8294,Claudio Marchisio,,8,True,13,Right Center Midfield,96
469,10,10,18242,224,19849,Andrea Pirlo,,21,True,10,Center Defensive Midfield,96
470,11,11,18242,224,20004,Paul Pogba,,6,True,15,Left Center Midfield,96
471,13,13,18242,224,20666,Carlos Alberto Tevez,Carlos Tevez,10,True,22,Right Center Forward,96
472,15,15,18242,217,4320,Neymar da Silva Santos Junior,Neymar,11,True,21,Left Wing,96
473,25,25,18242,217,10609,Jérémy Mathieu,,24,False,0,Substitute,6
474,0,0,18243,220,3063,Danilo Luiz da Silva,Danilo,23,False,0,Substitute,74
475,2,2,18243,220,5200,Lucas Vázquez Iglesias,Lucas Vázquez,18,False,0,Substitute,49
476,9,9,18243,220,5597,Keylor Navas Gamboa,Keylor Navas,1,True,1,Goalkeeper,126
477,13,13,18243,220,20016,Kléper Laveran Lima Ferreira,Pepe,3,True,3,Right Center Back,126
478,18,18,18243,212,5633,Yannick Ferreira Carrasco,Yannick Carrasco,21,False,0,Substitute,81
479,27,27,18243,212,19668,Augusto Matías Fernández,Augusto Fernández,12,True,11,Left Defensive Midfield,45
480,14,14,18244,224,3951,Mario Lemina,,18,False,0,Substitute,17
481,17,17,18244,224,5497,Gonzalo Gerardo Higuaín,Gonzalo Higuaín,9,True,23,Center Forward,96
482,19,19,18244,224,5689,Juan Guillermo Cuadrado Bello,Juan Cuadrado,7,False,0,Substitute,17
483,20,20,18244,224,5743,Paulo Bruno Exequiel Dybala,Paulo Dybala,21,True,19,Center Attacking Midfield,79
484,22,22,18244,224,6945,Alex Sandro Lobo Silva,Alex Sandro,12,True,6,Left Back,96
485,23,23,18244,224,6947,Miralem Pjanić,,5,True,9,Right Defensive Midfield,72
486,25,25,18244,224,6954,Giorgio Chiellini,,3,True,5,Left Center Back,96
487,0,0,18245,24,3471,Dejan Lovren,,6,True,3,Right Center Back,96
488,1,1,18245,24,3473,James Philip Milner,James Milner,7,True,15,Left Center Midfield,85
489,2,2,18245,24,3493,Emre Can,,23,False,0,Substitute,11
490,3,3,18245,24,3531,Mohamed Salah,,11,True,17,Right Wing,29
491,4,4,18245,24,3532,Jordan Brian Henderson,Jordan Henderson,14,True,10,Center Defensive Midfield,96
492,5,5,18245,24,3535,Roberto Firmino Barbosa de Oliveira,Roberto Firmino,9,True,23,Center Forward,96
493,6,6,18245,24,3567,Georginio Wijnaldum,,5,True,13,Right Center Midfield,96
494,7,7,18245,24,3629,Sadio Mané,,19,True,21,Left Wing,96
495,8,8,18245,24,3630,Loris Karius,,1,True,1,Goalkeeper,96
496,9,9,18245,24,3655,Andrew Robertson,,26,True,6,Left Back,96
497,10,10,18245,24,3664,Trent Alexander-Arnold,,66,True,2,Right Back,96
498,11,11,18245,24,3669,Virgil van Dijk,,4,True,5,Left Center Back,96
499,12,12,18245,24,4090,Adam David Lallana,Adam Lallana,20,False,0,Substitute,67
500,15,15,18245,220,5202,José Ignacio Fernández Iglesias,Nacho,6,False,0,Substitute,60
501,0,0,22912,38,3043,Christian Dannemann Eriksen,Christian Eriksen,23,True,17,Right Wing,97
502,1,1,22912,38,3077,Jan Vertonghen,,5,True,5,Left Center Back,97
503,2,2,22912,38,3082,Harry Winks,,8,True,15,Left Center Midfield,67
504,3,3,22912,38,3083,Heung-Min Son,Son Heung-Min,7,True,21,Left Wing,97
505,4,4,22912,38,3091,Moussa Sissoko,,17,True,9,Right Defensive Midfield,75
506,5,5,22912,38,3094,Bamidele Alli,Dele Alli,20,True,19,Center Attacking Midfield,83
507,6,6,22912,38,3099,Hugo Lloris,,1,True,1,Goalkeeper,97
508,7,7,22912,38,3308,Kieran Trippier,,2,True,2,Right Back,97
509,9,9,22912,38,3594,Danny Rose,,3,True,6,Left Back,97
510,10,10,22912,38,3745,Lucas Rodrigues Moura da Silva,Lucas Moura,27,False,0,Substitute,30
511,11,11,22912,38,10955,Harry Kane,,10,True,23,Center Forward,97
512,12,12,22912,38,10956,Eric Dier,,15,False,0,Substitute,22
513,14,14,22912,24,3247,Fábio Henrique Tavares,Fabinho,3,True,10,Center Defensive Midfield,97
514,16,16,22912,24,3495,Joe Gomez,,12,False,0,Substitute,7
515,17,17,22912,24,3502,Joël Andre Job Matip,Joël Matip,32,True,3,Right Center Back,97
516,26,26,22912,24,4747,Divock Okoth Origi,Divock Origi,27,False,0,Substitute,38
517,27,27,22912,24,5547,Alisson Ramsés Becker,Alisson,13,True,1,Goalkeeper,97
518,0,0,2302764,243,15017,Rui Manuel César Costa,Rui Costa,10,False,0,Substitute,10
519,1,1,2302764,243,15046,Clarence Seedorf,,20,True,15,Left Center Midfield,86
520,2,2,2302764,243,15116,Paolo Maldini,,3,True,6,Left Back,124
521,3,3,2302764,243,15526,Jon Dahl Tomasson,,15,False,0,Substitute,39
522,4,4,2302764,243,15778,Alessandro Nesta,,13,True,5,Left Center Back,124
523,5,5,2302764,243,19634,Jaap Stam,,31,True,3,Right Center Back,124
524,7,7,2302764,243,20142,Ivan Gennaro Gattuso,Gennaro Gattuso,8,True,13,Right Center Midfield,114
525,8,8,2302764,243,20295,Andriy Shevchenko,,7,True,22,Right Center Forward,124
526,9,9,2302764,243,26712,Ricardo Izecson dos Santos Leite,Kaká,22,True,19,Center Attacking Midfield,124
